# Mode shape data
# omega = 2325.6 rad/s
# mode_index = None
# x (m)		phi (normalized)
0.0000	-0.000
0.0002	-0.000
0.0004	-0.000
0.0006	-0.000
0.0008	-0.000
0.0010	-0.000
0.0012	-0.001
0.0014	-0.001
0.0016	-0.001
0.0018	-0.001
0.0020	-0.002
0.0022	-0.002
0.0024	-0.002
0.0027	-0.003
0.0029	-0.003
0.0031	-0.003
0.0033	-0.004
0.0035	-0.004
0.0037	-0.005
0.0039	-0.005
0.0041	-0.006
0.0043	-0.006
0.0045	-0.007
0.0047	-0.008
0.0049	-0.008
0.0051	-0.009
0.0053	-0.010
0.0055	-0.010
0.0057	-0.011
0.0059	-0.012
0.0061	-0.013
0.0063	-0.013
0.0065	-0.014
0.0067	-0.015
0.0069	-0.016
0.0071	-0.017
0.0073	-0.018
0.0076	-0.019
0.0078	-0.020
0.0080	-0.021
0.0082	-0.022
0.0084	-0.023
0.0086	-0.024
0.0088	-0.025
0.0090	-0.026
0.0092	-0.027
0.0094	-0.028
0.0096	-0.029
0.0098	-0.030
0.0100	-0.031
0.0100	-0.031
0.0104	-0.034
0.0107	-0.036
0.0111	-0.038
0.0115	-0.040
0.0118	-0.042
0.0122	-0.044
0.0126	-0.046
0.0129	-0.048
0.0133	-0.050
0.0137	-0.053
0.0140	-0.055
0.0144	-0.057
0.0148	-0.059
0.0151	-0.061
0.0155	-0.063
0.0159	-0.065
0.0162	-0.068
0.0166	-0.070
0.0170	-0.072
0.0173	-0.074
0.0177	-0.076
0.0181	-0.078
0.0184	-0.080
0.0188	-0.083
0.0192	-0.085
0.0196	-0.087
0.0199	-0.089
0.0203	-0.091
0.0207	-0.093
0.0210	-0.096
0.0214	-0.098
0.0218	-0.100
0.0221	-0.102
0.0225	-0.104
0.0229	-0.106
0.0232	-0.109
0.0236	-0.111
0.0240	-0.113
0.0243	-0.115
0.0247	-0.117
0.0251	-0.119
0.0254	-0.122
0.0258	-0.124
0.0262	-0.126
0.0265	-0.128
0.0269	-0.130
0.0273	-0.132
0.0276	-0.134
0.0280	-0.137
0.0280	-0.137
0.0289	-0.142
0.0297	-0.146
0.0306	-0.151
0.0314	-0.156
0.0323	-0.160
0.0331	-0.164
0.0340	-0.168
0.0349	-0.172
0.0357	-0.175
0.0366	-0.178
0.0374	-0.181
0.0383	-0.184
0.0391	-0.187
0.0400	-0.189
0.0409	-0.191
0.0417	-0.192
0.0426	-0.194
